c1f73d85752749be8252622ae03bd3d6,,Bathroom,C,Kitchen,E,,,,
c2a5343bf18949fc8d6815034ec7f87d,,Hallway,C,Bedroom,B,,,,
c8681df07757457d8cbe61174fe8929c,,Kitchen,H,,,,,,
c86aa2d4c24d43749040b7d3ff667f7d,,Bedroom,A,,,,,,
ca1af864b3f3452b9177b2e2759f439a,,Kitchen,F,,,,,,
ca544918e2ad41cea0a460ed15a2a7f0,,Kitchen,B,,,,,,
cb484683659d465796ed5af8664cf58f,,Bathroom,C,,,,,,
cbc3630e05e04f088a769bbb9e613f4b,,Kitchen,F,,,,,,
d075feb7b0d941df81f23d8df4369ce4,,Kitchen,F,,,,,,
d08b83600b7c400bae0264fb79c2d63f,,Kitchen,D,,,,,,
d0d74ad6b32f487abf0ff3de6ad7cb32,,Kitchen,D,,,,,,
d1ee28c3d00a4a6c802cfe96c3ee0c62,,Kitchen,D,,,,,,
d2a2bb836e194649b1b79dd3ba9431e6,,,,,,,,,what is this?
d2ba8154fb1a4303928d657beeb2b8f2,,Kitchen,F,,,,,,
d6c7ed9bbb2a44e591a8c5168adfe362,,Kitchen,A,,,,,,
d71998d2a9f64f68bd4cf237bd0f41d1,,Bedroom,A,,,,,,
da66b2855cdf403f96c25c4861c6c2f9,,Kitchen,B,,,,,,
dce9f7895ad94302894be3cb843b7e2e,,Kitchen,D,,,,,,
dde3f925f84146d4ab8d6023251d8ee4,,Kitchen,F,Home Office,B,,,,
e0304800688647d488200a993f1ff930,,Home Office,B,Bathroom,A,Kitchen,B,,
e57094e36af6477b9b4b1e3307f7a8a8,,Home Office,B,Home Office,C,,,,
e6019fb7827745abb2e67061ed0414b9,,Kitchen,B,Kitchen,H,,,,
e72f3887c94a414286bf485f7139488e,,Kitchen,B,,,,,,
ea0cf48616e34708b73c82eb7c7366ca,,Bathroom,C,,,,,,
eae1fc4a7dea4ea2bd303d312b7644da,,Kitchen,H,Kitchen,F,,,,
ecc57ae0430f4786845a6f76ae924268,,Home Office,A,Home Office,C,,,,
f120452f84bf4e979139b106bf9f096c,,Kitchen,H,Kitchen,F,,,,
f1896b298bd94a019ccb080145f5c4fb,,Kitchen,A,,,,,,
f39360ca9e264a96b45cce0a18c963d7,,Kitchen,F,Kitchen,H,,,,
f53d75bd123b40bca14d12d54286f432,,Kitchen,F,Kitchen,H,,,,
f5d3d6ee6d564038982c4ec2c76c4443,,Kitchen,D,,,,,,
f632acb998334d6d9ecb581b81b1c3eb,,Home Office,B,,,,,,
f6d95cb77fe74da494e440d7a523e7da,,Kitchen,H,,,,,,
f6e8d2e60fe645a28afcf5d0698914c9,,Kitchen,A,,,,,,
f99cc5d1e24a479796e8d0661a600582,,Home Office,B,,,,,,
fa5d3a97ed59421f93bb08b7015dc38d,,Home Office,A,Home Office,C,,,,
fdb8227a88b2448d8c64fa82ffee3f58,,Bedroom,B,Home Office,B,Kitchen,H,,
fe2a9ebd2b0f46c1aae999c4d1f1a5eb,,Kitchen,F,,,,,,
